# CaFe Systematics Cuts File
# 
# Header Definitions: 
# entry           : entry to identify each of the gaussian random-generated cuts below
# Q2_min,max      : 4-momentum transfer (MF,SRC) [GeV^2] 
# Em_min,max_mf   : Missing Energy (MF) [GeV] 
# Pm_min,max_mf   : Missing Momentum (MF) [GeV/c] 
# xbj_min,max     : x-bjorken (SRC) 
# thrq_min,max    : recoil nucleon angle relative to q-vector (SRC) [deg] 
# Pm_min,max_src  : Missing Momentum (SRC) [GeV/c] 
# hms/shms_coll   : HMS/SHMS collimator scale factor cut variation
# entry,Q2_min,Q2_max,Em_min_mf,Em_max_mf,Pm_min_mf,Pm_max_mf,xbj_min,xbj_max,thrq_min,thrq_max,Pm_min_src,Pm_max_src, hms_coll, shms_coll
4798,1.800, 100.000, -0.020,0.088,0.000,0.274,1.189,100.000,0.000,37.878,0.392,0.719,1.010,1.005 
4799,1.800, 100.000, -0.020,0.089,0.000,0.257,1.191,100.000,0.000,38.858,0.357,0.619,1.026,0.986 
4800,1.800, 100.000, -0.020,0.090,0.000,0.264,1.130,100.000,0.000,40.814,0.370,0.704,0.976,1.037 
4801,1.800, 100.000, -0.020,0.094,0.000,0.261,1.223,100.000,0.000,41.634,0.385,0.653,1.030,0.955 
4802,1.800, 100.000, -0.020,0.093,0.000,0.284,1.149,100.000,0.000,39.464,0.380,0.656,1.000,0.960 
4803,1.800, 100.000, -0.020,0.092,0.000,0.275,1.196,100.000,0.000,42.188,0.374,0.679,0.960,0.973 
4804,1.800, 100.000, -0.020,0.091,0.000,0.267,1.154,100.000,0.000,37.190,0.362,0.695,1.018,0.963 
4805,1.800, 100.000, -0.020,0.091,0.000,0.257,1.242,100.000,0.000,39.693,0.379,0.709,1.033,1.036 
4806,1.800, 100.000, -0.020,0.091,0.000,0.282,1.211,100.000,0.000,37.928,0.366,0.720,0.954,1.055 
4807,1.800, 100.000, -0.020,0.089,0.000,0.285,1.150,100.000,0.000,39.771,0.374,0.787,0.970,1.000 
4808,1.800, 100.000, -0.020,0.093,0.000,0.281,1.175,100.000,0.000,37.053,0.393,0.692,0.975,0.982 
4809,1.800, 100.000, -0.020,0.090,0.000,0.262,1.227,100.000,0.000,42.409,0.385,0.754,0.951,1.044 
4810,1.800, 100.000, -0.020,0.089,0.000,0.257,1.233,100.000,0.000,36.406,0.400,0.745,1.026,0.945 
4811,1.800, 100.000, -0.020,0.093,0.000,0.275,1.165,100.000,0.000,39.932,0.388,0.642,1.006,1.040 
4812,1.800, 100.000, -0.020,0.091,0.000,0.252,1.277,100.000,0.000,38.491,0.375,0.727,1.003,1.022 
4813,1.800, 100.000, -0.020,0.092,0.000,0.266,1.210,100.000,0.000,40.276,0.365,0.739,1.014,0.961 
4814,1.800, 100.000, -0.020,0.092,0.000,0.268,1.236,100.000,0.000,40.487,0.369,0.608,0.985,0.897 
4815,1.800, 100.000, -0.020,0.089,0.000,0.268,1.153,100.000,0.000,40.773,0.385,0.724,0.945,0.977 
4816,1.800, 100.000, -0.020,0.092,0.000,0.277,1.090,100.000,0.000,38.669,0.382,0.720,0.962,0.994 
4817,1.800, 100.000, -0.020,0.090,0.000,0.266,1.201,100.000,0.000,37.893,0.365,0.746,1.007,1.035 
4818,1.800, 100.000, -0.020,0.087,0.000,0.278,1.163,100.000,0.000,41.077,0.357,0.697,1.060,0.971 
4819,1.800, 100.000, -0.020,0.088,0.000,0.281,1.178,100.000,0.000,40.375,0.386,0.625,0.989,1.010 
4820,1.800, 100.000, -0.020,0.088,0.000,0.286,1.182,100.000,0.000,37.321,0.378,0.784,0.981,0.999 
4821,1.800, 100.000, -0.020,0.089,0.000,0.276,1.162,100.000,0.000,39.770,0.388,0.693,0.940,1.007 
4822,1.800, 100.000, -0.020,0.087,0.000,0.265,1.146,100.000,0.000,37.396,0.377,0.668,0.938,0.988 
4823,1.800, 100.000, -0.020,0.085,0.000,0.274,1.208,100.000,0.000,42.938,0.360,0.739,0.866,0.929 
4824,1.800, 100.000, -0.020,0.095,0.000,0.276,1.175,100.000,0.000,41.428,0.376,0.719,0.957,1.040 
4825,1.800, 100.000, -0.020,0.087,0.000,0.274,1.219,100.000,0.000,43.787,0.377,0.727,1.007,1.019 
4826,1.800, 100.000, -0.020,0.094,0.000,0.285,1.112,100.000,0.000,39.764,0.378,0.639,0.953,1.045 
4827,1.800, 100.000, -0.020,0.086,0.000,0.284,1.194,100.000,0.000,43.828,0.359,0.613,1.083,1.020 
4828,1.800, 100.000, -0.020,0.089,0.000,0.263,1.222,100.000,0.000,41.700,0.379,0.763,0.995,0.952 
4829,1.800, 100.000, -0.020,0.091,0.000,0.251,1.159,100.000,0.000,42.186,0.377,0.729,1.017,0.919 
4830,1.800, 100.000, -0.020,0.090,0.000,0.270,1.136,100.000,0.000,42.217,0.357,0.761,1.054,1.043 
4831,1.800, 100.000, -0.020,0.089,0.000,0.275,1.265,100.000,0.000,41.888,0.349,0.686,1.008,1.017 
4832,1.800, 100.000, -0.020,0.088,0.000,0.281,1.187,100.000,0.000,37.445,0.382,0.748,1.010,1.065 
4833,1.800, 100.000, -0.020,0.092,0.000,0.268,1.088,100.000,0.000,41.132,0.363,0.663,0.909,0.968 
4834,1.800, 100.000, -0.020,0.090,0.000,0.268,1.289,100.000,0.000,40.577,0.359,0.634,0.996,1.030 
4835,1.800, 100.000, -0.020,0.092,0.000,0.287,1.138,100.000,0.000,40.630,0.365,0.669,0.944,1.011 
4836,1.800, 100.000, -0.020,0.095,0.000,0.274,1.162,100.000,0.000,39.765,0.375,0.758,0.958,0.982 
4837,1.800, 100.000, -0.020,0.089,0.000,0.264,1.226,100.000,0.000,39.520,0.384,0.657,1.004,0.932 
4838,1.800, 100.000, -0.020,0.091,0.000,0.260,1.231,100.000,0.000,38.173,0.384,0.669,1.047,1.038 
4839,1.800, 100.000, -0.020,0.091,0.000,0.282,1.246,100.000,0.000,38.006,0.384,0.760,0.990,0.992 
4840,1.800, 100.000, -0.020,0.091,0.000,0.271,1.164,100.000,0.000,41.461,0.384,0.766,0.941,1.003 
4841,1.800, 100.000, -0.020,0.091,0.000,0.271,1.320,100.000,0.000,44.737,0.386,0.684,1.021,1.002 
4842,1.800, 100.000, -0.020,0.091,0.000,0.270,1.234,100.000,0.000,40.040,0.388,0.707,0.995,0.986 
4843,1.800, 100.000, -0.020,0.088,0.000,0.269,1.139,100.000,0.000,39.784,0.388,0.766,0.959,0.989 
4844,1.800, 100.000, -0.020,0.094,0.000,0.267,1.174,100.000,0.000,40.940,0.360,0.636,1.005,0.978 
4845,1.800, 100.000, -0.020,0.090,0.000,0.267,1.187,100.000,0.000,43.030,0.363,0.659,1.052,1.017 
4846,1.800, 100.000, -0.020,0.091,0.000,0.261,1.236,100.000,0.000,40.248,0.380,0.781,0.999,0.981 
4847,1.800, 100.000, -0.020,0.092,0.000,0.263,1.157,100.000,0.000,40.845,0.365,0.761,0.947,1.028 
4848,1.800, 100.000, -0.020,0.089,0.000,0.262,1.186,100.000,0.000,39.496,0.357,0.715,1.033,0.958 
4849,1.800, 100.000, -0.020,0.090,0.000,0.270,1.192,100.000,0.000,41.333,0.379,0.627,0.997,1.021 
4850,1.800, 100.000, -0.020,0.091,0.000,0.265,1.216,100.000,0.000,40.250,0.374,0.734,0.966,1.003 
4851,1.800, 100.000, -0.020,0.084,0.000,0.276,1.262,100.000,0.000,41.966,0.378,0.593,1.040,0.982 
4852,1.800, 100.000, -0.020,0.093,0.000,0.278,1.162,100.000,0.000,38.575,0.385,0.696,1.044,1.076 
4853,1.800, 100.000, -0.020,0.094,0.000,0.267,1.156,100.000,0.000,37.677,0.387,0.707,0.921,0.983 
4854,1.800, 100.000, -0.020,0.089,0.000,0.252,1.251,100.000,0.000,40.962,0.377,0.731,0.959,1.034 
4855,1.800, 100.000, -0.020,0.093,0.000,0.270,1.216,100.000,0.000,38.265,0.378,0.748,1.026,0.961 
4856,1.800, 100.000, -0.020,0.091,0.000,0.258,1.196,100.000,0.000,42.359,0.393,0.651,0.988,0.949 
4857,1.800, 100.000, -0.020,0.090,0.000,0.261,1.266,100.000,0.000,41.223,0.374,0.699,1.008,1.056 
4858,1.800, 100.000, -0.020,0.092,0.000,0.279,1.121,100.000,0.000,38.162,0.372,0.751,1.000,0.931 
4859,1.800, 100.000, -0.020,0.091,0.000,0.270,1.160,100.000,0.000,36.625,0.376,0.711,0.962,1.064 
4860,1.800, 100.000, -0.020,0.091,0.000,0.265,1.198,100.000,0.000,41.752,0.389,0.777,0.936,0.993 
4861,1.800, 100.000, -0.020,0.084,0.000,0.285,1.276,100.000,0.000,40.745,0.384,0.729,0.987,0.994 
4862,1.800, 100.000, -0.020,0.095,0.000,0.272,1.099,100.000,0.000,41.319,0.385,0.699,0.958,1.035 
4863,1.800, 100.000, -0.020,0.089,0.000,0.261,1.212,100.000,0.000,39.754,0.395,0.742,0.998,1.009 
4864,1.800, 100.000, -0.020,0.089,0.000,0.278,1.225,100.000,0.000,42.243,0.365,0.676,1.081,0.962 
4865,1.800, 100.000, -0.020,0.092,0.000,0.266,1.263,100.000,0.000,42.945,0.371,0.636,0.904,1.004 
4866,1.800, 100.000, -0.020,0.090,0.000,0.263,1.293,100.000,0.000,39.684,0.377,0.654,1.046,0.994 
4867,1.800, 100.000, -0.020,0.091,0.000,0.267,1.167,100.000,0.000,41.900,0.382,0.771,0.928,0.972 
4868,1.800, 100.000, -0.020,0.087,0.000,0.276,1.150,100.000,0.000,38.317,0.361,0.679,1.041,0.960 
4869,1.800, 100.000, -0.020,0.088,0.000,0.292,1.183,100.000,0.000,42.227,0.371,0.671,1.043,1.017 
4870,1.800, 100.000, -0.020,0.090,0.000,0.271,1.163,100.000,0.000,37.033,0.372,0.614,0.962,0.979 
4871,1.800, 100.000, -0.020,0.089,0.000,0.253,1.246,100.000,0.000,36.757,0.391,0.702,1.010,0.992 
4872,1.800, 100.000, -0.020,0.087,0.000,0.291,1.162,100.000,0.000,36.851,0.373,0.702,1.041,1.003 
4873,1.800, 100.000, -0.020,0.091,0.000,0.259,1.213,100.000,0.000,38.405,0.379,0.736,1.016,1.034 
4874,1.800, 100.000, -0.020,0.090,0.000,0.290,1.246,100.000,0.000,38.451,0.385,0.680,0.971,0.982 
4875,1.800, 100.000, -0.020,0.092,0.000,0.263,1.246,100.000,0.000,41.010,0.377,0.705,1.026,1.003 
4876,1.800, 100.000, -0.020,0.089,0.000,0.265,1.268,100.000,0.000,43.251,0.361,0.750,1.013,0.974 
4877,1.800, 100.000, -0.020,0.086,0.000,0.267,1.158,100.000,0.000,38.216,0.375,0.693,1.005,0.920 
4878,1.800, 100.000, -0.020,0.088,0.000,0.248,1.259,100.000,0.000,41.161,0.374,0.698,1.042,1.037 
4879,1.800, 100.000, -0.020,0.089,0.000,0.263,1.206,100.000,0.000,39.440,0.369,0.696,1.014,1.007 
4880,1.800, 100.000, -0.020,0.088,0.000,0.290,1.220,100.000,0.000,39.593,0.346,0.712,0.959,0.989 
4881,1.800, 100.000, -0.020,0.092,0.000,0.281,1.238,100.000,0.000,38.486,0.397,0.718,0.961,1.011 
4882,1.800, 100.000, -0.020,0.092,0.000,0.276,1.227,100.000,0.000,40.261,0.381,0.689,0.949,0.973 
4883,1.800, 100.000, -0.020,0.088,0.000,0.262,1.303,100.000,0.000,39.865,0.354,0.742,0.934,0.986 
4884,1.800, 100.000, -0.020,0.085,0.000,0.274,1.060,100.000,0.000,39.535,0.362,0.656,1.043,1.014 
4885,1.800, 100.000, -0.020,0.088,0.000,0.269,1.301,100.000,0.000,37.849,0.373,0.665,0.967,0.993 
4886,1.800, 100.000, -0.020,0.093,0.000,0.268,1.296,100.000,0.000,42.524,0.368,0.656,1.098,1.036 
4887,1.800, 100.000, -0.020,0.094,0.000,0.239,1.174,100.000,0.000,41.072,0.369,0.653,1.001,1.050 
4888,1.800, 100.000, -0.020,0.088,0.000,0.274,1.243,100.000,0.000,39.234,0.363,0.688,0.991,1.042 
4889,1.800, 100.000, -0.020,0.092,0.000,0.261,1.212,100.000,0.000,37.292,0.369,0.761,0.970,0.941 
4890,1.800, 100.000, -0.020,0.092,0.000,0.265,1.159,100.000,0.000,36.788,0.368,0.734,0.987,1.037 
4891,1.800, 100.000, -0.020,0.090,0.000,0.280,1.106,100.000,0.000,41.924,0.389,0.762,0.978,0.995 
4892,1.800, 100.000, -0.020,0.092,0.000,0.260,1.282,100.000,0.000,39.987,0.390,0.761,0.937,1.026 
4893,1.800, 100.000, -0.020,0.092,0.000,0.268,1.143,100.000,0.000,39.318,0.382,0.695,0.917,0.954 
4894,1.800, 100.000, -0.020,0.089,0.000,0.267,1.207,100.000,0.000,39.025,0.363,0.645,0.962,1.007 
4895,1.800, 100.000, -0.020,0.090,0.000,0.280,1.222,100.000,0.000,42.216,0.384,0.670,1.021,1.011 
4896,1.800, 100.000, -0.020,0.087,0.000,0.257,1.147,100.000,0.000,40.438,0.363,0.677,1.039,0.916 
4897,1.800, 100.000, -0.020,0.099,0.000,0.276,1.208,100.000,0.000,41.263,0.378,0.686,0.939,1.008 
4898,1.800, 100.000, -0.020,0.092,0.000,0.254,1.217,100.000,0.000,43.258,0.387,0.634,0.929,1.047 
4899,1.800, 100.000, -0.020,0.090,0.000,0.271,1.194,100.000,0.000,40.215,0.386,0.685,1.027,1.025 
4900,1.800, 100.000, -0.020,0.088,0.000,0.274,1.189,100.000,0.000,41.102,0.379,0.745,1.025,0.998 
4901,1.800, 100.000, -0.020,0.092,0.000,0.283,1.227,100.000,0.000,40.963,0.370,0.600,1.010,1.022 
4902,1.800, 100.000, -0.020,0.095,0.000,0.271,1.132,100.000,0.000,39.455,0.390,0.642,1.002,1.015 
4903,1.800, 100.000, -0.020,0.087,0.000,0.278,1.188,100.000,0.000,41.276,0.371,0.705,1.006,1.009 
4904,1.800, 100.000, -0.020,0.089,0.000,0.270,1.277,100.000,0.000,39.260,0.363,0.672,0.963,1.014 
4905,1.800, 100.000, -0.020,0.090,0.000,0.283,1.245,100.000,0.000,42.373,0.386,0.739,0.991,0.976 
4906,1.800, 100.000, -0.020,0.090,0.000,0.275,1.173,100.000,0.000,35.404,0.389,0.704,0.980,1.028 
4907,1.800, 100.000, -0.020,0.088,0.000,0.266,1.250,100.000,0.000,40.248,0.364,0.752,1.041,1.024 
4908,1.800, 100.000, -0.020,0.091,0.000,0.249,1.220,100.000,0.000,40.203,0.396,0.673,0.989,0.986 
4909,1.800, 100.000, -0.020,0.087,0.000,0.266,1.253,100.000,0.000,41.447,0.367,0.672,0.936,0.897 
4910,1.800, 100.000, -0.020,0.090,0.000,0.272,1.160,100.000,0.000,40.404,0.381,0.673,1.015,1.033 
4911,1.800, 100.000, -0.020,0.093,0.000,0.274,1.264,100.000,0.000,39.649,0.374,0.611,0.975,0.943 
4912,1.800, 100.000, -0.020,0.093,0.000,0.257,1.181,100.000,0.000,40.731,0.375,0.746,0.930,1.035 
4913,1.800, 100.000, -0.020,0.089,0.000,0.277,1.152,100.000,0.000,38.414,0.367,0.659,1.008,1.019 
4914,1.800, 100.000, -0.020,0.089,0.000,0.271,1.206,100.000,0.000,38.529,0.383,0.669,0.943,0.995 
4915,1.800, 100.000, -0.020,0.090,0.000,0.267,1.247,100.000,0.000,42.372,0.350,0.641,1.007,1.024 
4916,1.800, 100.000, -0.020,0.090,0.000,0.270,1.223,100.000,0.000,38.797,0.387,0.750,1.006,1.036 
4917,1.800, 100.000, -0.020,0.090,0.000,0.285,1.249,100.000,0.000,38.897,0.389,0.719,0.985,0.986 
4918,1.800, 100.000, -0.020,0.096,0.000,0.261,1.171,100.000,0.000,38.650,0.388,0.678,0.975,1.041 
4919,1.800, 100.000, -0.020,0.092,0.000,0.290,1.203,100.000,0.000,40.287,0.369,0.764,0.942,1.022 
4920,1.800, 100.000, -0.020,0.089,0.000,0.278,1.280,100.000,0.000,41.023,0.398,0.688,0.957,1.021 
4921,1.800, 100.000, -0.020,0.089,0.000,0.270,1.239,100.000,0.000,41.363,0.385,0.674,0.961,1.006 
4922,1.800, 100.000, -0.020,0.093,0.000,0.266,1.139,100.000,0.000,40.774,0.371,0.726,0.968,1.040 
4923,1.800, 100.000, -0.020,0.089,0.000,0.246,1.188,100.000,0.000,44.140,0.353,0.660,0.996,1.005 
4924,1.800, 100.000, -0.020,0.093,0.000,0.274,1.287,100.000,0.000,37.701,0.379,0.697,1.084,1.017 
4925,1.800, 100.000, -0.020,0.090,0.000,0.272,1.178,100.000,0.000,38.964,0.367,0.721,0.988,1.008 
4926,1.800, 100.000, -0.020,0.089,0.000,0.258,1.255,100.000,0.000,41.194,0.381,0.743,1.090,0.987 
4927,1.800, 100.000, -0.020,0.091,0.000,0.299,1.160,100.000,0.000,39.731,0.392,0.749,0.975,0.956 
4928,1.800, 100.000, -0.020,0.086,0.000,0.265,1.231,100.000,0.000,40.004,0.384,0.716,1.017,1.025 
4929,1.800, 100.000, -0.020,0.086,0.000,0.244,1.223,100.000,0.000,37.411,0.375,0.721,1.059,0.989 
4930,1.800, 100.000, -0.020,0.087,0.000,0.254,1.212,100.000,0.000,41.680,0.367,0.655,1.010,0.949 
4931,1.800, 100.000, -0.020,0.094,0.000,0.255,1.241,100.000,0.000,38.617,0.371,0.689,1.008,0.938 
4932,1.800, 100.000, -0.020,0.090,0.000,0.257,1.235,100.000,0.000,43.862,0.372,0.697,0.988,1.090 
4933,1.800, 100.000, -0.020,0.086,0.000,0.273,1.270,100.000,0.000,41.673,0.367,0.635,1.025,0.933 
4934,1.800, 100.000, -0.020,0.090,0.000,0.269,1.271,100.000,0.000,37.724,0.390,0.644,0.990,0.947 
4935,1.800, 100.000, -0.020,0.091,0.000,0.263,1.194,100.000,0.000,41.133,0.373,0.652,1.052,1.036 
4936,1.800, 100.000, -0.020,0.091,0.000,0.263,1.228,100.000,0.000,43.871,0.362,0.665,1.009,0.946 
4937,1.800, 100.000, -0.020,0.087,0.000,0.290,1.189,100.000,0.000,39.433,0.389,0.767,0.964,1.019 
4938,1.800, 100.000, -0.020,0.090,0.000,0.275,1.203,100.000,0.000,42.055,0.355,0.720,1.083,1.033 
4939,1.800, 100.000, -0.020,0.091,0.000,0.289,1.221,100.000,0.000,38.680,0.373,0.649,1.029,1.015 
4940,1.800, 100.000, -0.020,0.092,0.000,0.241,1.156,100.000,0.000,37.813,0.360,0.665,1.016,1.026 
4941,1.800, 100.000, -0.020,0.093,0.000,0.284,1.286,100.000,0.000,39.866,0.385,0.717,1.019,1.031 
4942,1.800, 100.000, -0.020,0.091,0.000,0.273,1.184,100.000,0.000,38.091,0.367,0.681,1.040,0.984 
4943,1.800, 100.000, -0.020,0.091,0.000,0.286,1.250,100.000,0.000,39.673,0.368,0.741,1.047,0.982 
4944,1.800, 100.000, -0.020,0.093,0.000,0.272,1.228,100.000,0.000,41.256,0.382,0.744,1.002,0.938 
4945,1.800, 100.000, -0.020,0.088,0.000,0.272,1.220,100.000,0.000,42.387,0.366,0.654,0.977,1.020 
4946,1.800, 100.000, -0.020,0.094,0.000,0.298,1.137,100.000,0.000,41.080,0.367,0.753,1.019,1.045 
4947,1.800, 100.000, -0.020,0.089,0.000,0.261,1.284,100.000,0.000,36.170,0.371,0.791,1.018,0.969 
4948,1.800, 100.000, -0.020,0.092,0.000,0.274,1.290,100.000,0.000,40.450,0.375,0.706,0.916,1.042 
4949,1.800, 100.000, -0.020,0.088,0.000,0.263,1.171,100.000,0.000,39.430,0.350,0.655,0.967,0.956 
4950,1.800, 100.000, -0.020,0.092,0.000,0.279,1.145,100.000,0.000,41.453,0.389,0.752,0.988,1.010 
4951,1.800, 100.000, -0.020,0.095,0.000,0.258,1.198,100.000,0.000,40.801,0.382,0.718,0.968,0.946 
4952,1.800, 100.000, -0.020,0.089,0.000,0.278,1.155,100.000,0.000,40.743,0.359,0.767,0.971,0.989 
4953,1.800, 100.000, -0.020,0.093,0.000,0.260,1.213,100.000,0.000,37.942,0.368,0.671,0.991,0.980 
4954,1.800, 100.000, -0.020,0.090,0.000,0.265,1.207,100.000,0.000,40.355,0.380,0.760,0.981,0.965 
4955,1.800, 100.000, -0.020,0.085,0.000,0.267,1.290,100.000,0.000,38.818,0.399,0.783,0.992,0.976 
4956,1.800, 100.000, -0.020,0.090,0.000,0.266,1.285,100.000,0.000,40.660,0.365,0.686,1.081,0.985 
4957,1.800, 100.000, -0.020,0.087,0.000,0.271,1.198,100.000,0.000,41.032,0.371,0.616,0.961,1.027 
4958,1.800, 100.000, -0.020,0.090,0.000,0.280,1.224,100.000,0.000,42.527,0.401,0.718,0.969,0.974 
4959,1.800, 100.000, -0.020,0.090,0.000,0.270,1.135,100.000,0.000,40.879,0.379,0.701,0.933,1.016 
4960,1.800, 100.000, -0.020,0.091,0.000,0.263,1.155,100.000,0.000,35.186,0.361,0.671,1.011,1.086 
4961,1.800, 100.000, -0.020,0.091,0.000,0.251,1.199,100.000,0.000,41.023,0.383,0.701,0.967,0.940 
4962,1.800, 100.000, -0.020,0.091,0.000,0.279,1.247,100.000,0.000,38.155,0.376,0.678,0.942,1.001 
4963,1.800, 100.000, -0.020,0.091,0.000,0.279,1.172,100.000,0.000,38.203,0.350,0.729,1.000,1.000 
4964,1.800, 100.000, -0.020,0.085,0.000,0.280,1.161,100.000,0.000,38.752,0.393,0.741,1.009,0.976 
4965,1.800, 100.000, -0.020,0.090,0.000,0.254,1.270,100.000,0.000,38.868,0.381,0.696,1.095,0.995 
4966,1.800, 100.000, -0.020,0.089,0.000,0.270,1.283,100.000,0.000,40.492,0.365,0.704,0.969,0.975 
4967,1.800, 100.000, -0.020,0.092,0.000,0.272,1.111,100.000,0.000,40.748,0.365,0.723,1.005,0.989 
4968,1.800, 100.000, -0.020,0.087,0.000,0.283,1.188,100.000,0.000,41.888,0.370,0.699,0.943,1.004 
4969,1.800, 100.000, -0.020,0.090,0.000,0.277,1.268,100.000,0.000,39.978,0.385,0.708,1.027,1.016 
4970,1.800, 100.000, -0.020,0.088,0.000,0.259,1.284,100.000,0.000,40.827,0.392,0.711,0.985,1.060 
4971,1.800, 100.000, -0.020,0.093,0.000,0.247,1.327,100.000,0.000,38.077,0.376,0.694,0.920,0.972 
4972,1.800, 100.000, -0.020,0.092,0.000,0.278,1.201,100.000,0.000,39.872,0.384,0.731,1.020,0.985 
4973,1.800, 100.000, -0.020,0.090,0.000,0.276,1.136,100.000,0.000,37.217,0.376,0.645,1.077,1.009 
4974,1.800, 100.000, -0.020,0.092,0.000,0.278,1.102,100.000,0.000,38.003,0.391,0.706,0.939,1.004 
4975,1.800, 100.000, -0.020,0.089,0.000,0.276,1.171,100.000,0.000,44.062,0.374,0.714,0.981,1.013 
4976,1.800, 100.000, -0.020,0.088,0.000,0.270,1.267,100.000,0.000,42.361,0.375,0.637,0.932,1.072 
4977,1.800, 100.000, -0.020,0.087,0.000,0.279,1.226,100.000,0.000,38.674,0.379,0.745,0.954,1.040 
4978,1.800, 100.000, -0.020,0.092,0.000,0.271,1.177,100.000,0.000,40.948,0.374,0.622,1.031,0.984 
4979,1.800, 100.000, -0.020,0.093,0.000,0.276,1.180,100.000,0.000,40.242,0.385,0.700,1.020,1.010 
4980,1.800, 100.000, -0.020,0.090,0.000,0.268,1.201,100.000,0.000,42.508,0.385,0.749,1.009,0.982 
4981,1.800, 100.000, -0.020,0.088,0.000,0.271,1.175,100.000,0.000,39.255,0.378,0.749,0.919,1.029 
4982,1.800, 100.000, -0.020,0.091,0.000,0.260,1.229,100.000,0.000,42.204,0.384,0.768,0.999,0.974 
4983,1.800, 100.000, -0.020,0.088,0.000,0.277,1.270,100.000,0.000,40.852,0.363,0.693,1.004,0.942 
4984,1.800, 100.000, -0.020,0.086,0.000,0.276,1.195,100.000,0.000,41.386,0.379,0.599,1.056,0.998 
4985,1.800, 100.000, -0.020,0.090,0.000,0.280,1.227,100.000,0.000,37.980,0.349,0.824,0.994,0.984 
4986,1.800, 100.000, -0.020,0.099,0.000,0.266,1.251,100.000,0.000,37.379,0.392,0.698,0.982,1.003 
4987,1.800, 100.000, -0.020,0.093,0.000,0.261,1.208,100.000,0.000,37.787,0.382,0.692,0.984,0.971 
4988,1.800, 100.000, -0.020,0.092,0.000,0.277,1.197,100.000,0.000,39.456,0.374,0.659,1.009,1.106 
4989,1.800, 100.000, -0.020,0.089,0.000,0.267,1.252,100.000,0.000,37.900,0.397,0.708,0.988,0.995 
4990,1.800, 100.000, -0.020,0.090,0.000,0.269,1.146,100.000,0.000,40.136,0.385,0.676,0.895,1.044 
4991,1.800, 100.000, -0.020,0.088,0.000,0.287,1.142,100.000,0.000,41.079,0.381,0.698,0.987,0.997 
4992,1.800, 100.000, -0.020,0.083,0.000,0.270,1.298,100.000,0.000,42.350,0.370,0.675,0.980,1.026 
4993,1.800, 100.000, -0.020,0.090,0.000,0.261,1.239,100.000,0.000,38.202,0.380,0.800,1.025,1.026 
4994,1.800, 100.000, -0.020,0.090,0.000,0.277,1.165,100.000,0.000,40.070,0.369,0.732,0.975,1.058 
4995,1.800, 100.000, -0.020,0.089,0.000,0.267,1.145,100.000,0.000,38.033,0.378,0.618,1.012,0.995 
4996,1.800, 100.000, -0.020,0.090,0.000,0.273,1.287,100.000,0.000,37.186,0.373,0.688,1.010,1.000 
4997,1.800, 100.000, -0.020,0.093,0.000,0.277,1.217,100.000,0.000,39.343,0.391,0.668,1.002,1.003 
4998,1.800, 100.000, -0.020,0.088,0.000,0.268,1.218,100.000,0.000,43.194,0.370,0.737,0.984,0.994 
4999,1.800, 100.000, -0.020,0.088,0.000,0.269,1.193,100.000,0.000,39.767,0.364,0.742,1.044,0.996 
5000,1.800, 100.000, -0.020,0.087,0.000,0.274,1.251,100.000,0.000,37.962,0.394,0.637,1.000,0.920 
5001,1.800, 100.000, -0.020,0.091,0.000,0.280,1.274,100.000,0.000,40.830,0.373,0.633,0.979,1.062 
5002,1.800, 100.000, -0.020,0.088,0.000,0.280,1.217,100.000,0.000,42.885,0.387,0.686,1.012,1.047 
5003,1.800, 100.000, -0.020,0.089,0.000,0.253,1.208,100.000,0.000,41.458,0.380,0.653,0.981,0.974 
5004,1.800, 100.000, -0.020,0.092,0.000,0.255,1.232,100.000,0.000,40.512,0.372,0.689,0.921,0.947 
5005,1.800, 100.000, -0.020,0.093,0.000,0.255,1.176,100.000,0.000,39.532,0.376,0.675,0.951,1.039 
5006,1.800, 100.000, -0.020,0.090,0.000,0.273,1.229,100.000,0.000,39.511,0.384,0.705,0.935,1.054 
5007,1.800, 100.000, -0.020,0.092,0.000,0.266,1.277,100.000,0.000,37.080,0.365,0.710,0.931,1.087 
5008,1.800, 100.000, -0.020,0.087,0.000,0.294,1.202,100.000,0.000,40.689,0.383,0.672,0.968,1.026 
5009,1.800, 100.000, -0.020,0.092,0.000,0.273,1.165,100.000,0.000,40.323,0.369,0.649,1.027,1.036 
5010,1.800, 100.000, -0.020,0.090,0.000,0.267,1.142,100.000,0.000,41.685,0.360,0.753,0.995,1.017 
5011,1.800, 100.000, -0.020,0.090,0.000,0.286,1.231,100.000,0.000,39.428,0.392,0.615,1.024,0.989 
5012,1.800, 100.000, -0.020,0.091,0.000,0.273,1.216,100.000,0.000,36.951,0.375,0.724,1.015,1.064 
5013,1.800, 100.000, -0.020,0.089,0.000,0.262,1.264,100.000,0.000,40.565,0.365,0.715,1.062,1.001 
5014,1.800, 100.000, -0.020,0.090,0.000,0.282,1.152,100.000,0.000,41.421,0.368,0.663,0.945,0.945 
5015,1.800, 100.000, -0.020,0.091,0.000,0.258,1.266,100.000,0.000,39.240,0.386,0.715,0.987,1.053 
5016,1.800, 100.000, -0.020,0.092,0.000,0.285,1.186,100.000,0.000,38.149,0.371,0.747,1.065,0.967 
