# CaFe Systematics Cuts File
# 
# Header Definitions: 
# entry           : entry to identify each of the gaussian random-generated cuts below
# Q2_min,max      : 4-momentum transfer (MF,SRC) [GeV^2] 
# Em_min,max_mf   : Missing Energy (MF) [GeV] 
# Pm_min,max_mf   : Missing Momentum (MF) [GeV/c] 
# xbj_min,max     : x-bjorken (SRC) 
# thrq_min,max    : recoil nucleon angle relative to q-vector (SRC) [deg] 
# Pm_min,max_src  : Missing Momentum (SRC) [GeV/c] 
# hms/shms_coll   : HMS/SHMS collimator scale factor cut variation
# entry,Q2_min,Q2_max,Em_min_mf,Em_max_mf,Pm_min_mf,Pm_max_mf,xbj_min,xbj_max,thrq_min,thrq_max,Pm_min_src,Pm_max_src, hms_coll, shms_coll
217,1.720, 100.000, -0.020,0.095,0.000,0.268,1.125,100.000,0.000,42.062,0.371,0.710,0.965,0.971 
218,1.788, 100.000, -0.020,0.088,0.000,0.250,1.253,100.000,0.000,39.886,0.380,0.699,1.021,0.952 
219,1.793, 100.000, -0.020,0.091,0.000,0.266,1.263,100.000,0.000,36.091,0.376,0.678,1.044,1.004 
220,1.778, 100.000, -0.020,0.092,0.000,0.274,1.171,100.000,0.000,39.140,0.374,0.625,0.939,1.012 
221,1.766, 100.000, -0.020,0.085,0.000,0.277,1.218,100.000,0.000,35.745,0.383,0.719,1.041,1.029 
222,1.751, 100.000, -0.020,0.086,0.000,0.261,1.054,100.000,0.000,38.239,0.373,0.609,1.024,0.995 
223,1.720, 100.000, -0.020,0.088,0.000,0.281,1.210,100.000,0.000,43.316,0.380,0.676,1.052,1.025 
224,1.814, 100.000, -0.020,0.091,0.000,0.266,1.247,100.000,0.000,40.995,0.376,0.686,0.932,1.000 
225,1.869, 100.000, -0.020,0.091,0.000,0.285,1.202,100.000,0.000,41.374,0.380,0.616,0.976,0.934 
226,1.764, 100.000, -0.020,0.092,0.000,0.273,1.120,100.000,0.000,39.118,0.372,0.746,1.028,0.982 
227,1.750, 100.000, -0.020,0.089,0.000,0.265,1.195,100.000,0.000,36.783,0.391,0.678,0.983,0.906 
228,1.878, 100.000, -0.020,0.084,0.000,0.269,1.175,100.000,0.000,40.290,0.368,0.675,1.026,1.044 
229,1.744, 100.000, -0.020,0.090,0.000,0.271,1.146,100.000,0.000,42.153,0.365,0.745,0.968,1.084 
230,1.789, 100.000, -0.020,0.093,0.000,0.291,1.245,100.000,0.000,38.373,0.374,0.687,0.987,0.984 
231,1.751, 100.000, -0.020,0.093,0.000,0.274,1.192,100.000,0.000,38.304,0.381,0.730,1.007,0.965 
232,1.654, 100.000, -0.020,0.090,0.000,0.270,1.173,100.000,0.000,39.505,0.367,0.778,0.966,0.987 
233,1.742, 100.000, -0.020,0.088,0.000,0.276,1.197,100.000,0.000,38.989,0.384,0.576,0.996,1.002 
234,1.833, 100.000, -0.020,0.089,0.000,0.262,1.158,100.000,0.000,38.012,0.377,0.763,1.001,0.958 
235,1.797, 100.000, -0.020,0.089,0.000,0.277,1.216,100.000,0.000,38.352,0.383,0.727,0.986,1.034 
236,1.794, 100.000, -0.020,0.085,0.000,0.260,1.245,100.000,0.000,38.392,0.376,0.711,0.994,1.029 
237,1.728, 100.000, -0.020,0.087,0.000,0.253,1.244,100.000,0.000,38.954,0.360,0.702,1.059,0.944 
238,1.791, 100.000, -0.020,0.085,0.000,0.262,1.231,100.000,0.000,40.151,0.359,0.772,0.969,0.976 
239,1.735, 100.000, -0.020,0.088,0.000,0.271,1.223,100.000,0.000,40.932,0.366,0.745,0.959,1.000 
240,1.864, 100.000, -0.020,0.091,0.000,0.273,1.247,100.000,0.000,39.153,0.366,0.676,0.941,1.020 
241,1.715, 100.000, -0.020,0.090,0.000,0.280,1.202,100.000,0.000,41.682,0.374,0.752,0.954,0.941 
242,1.732, 100.000, -0.020,0.094,0.000,0.271,1.230,100.000,0.000,38.349,0.398,0.661,0.958,1.011 
243,1.805, 100.000, -0.020,0.094,0.000,0.274,1.187,100.000,0.000,43.537,0.371,0.662,1.024,1.006 
244,1.875, 100.000, -0.020,0.091,0.000,0.261,1.177,100.000,0.000,40.515,0.391,0.728,1.025,1.077 
245,1.792, 100.000, -0.020,0.085,0.000,0.263,1.127,100.000,0.000,42.239,0.382,0.754,0.926,1.024 
246,1.827, 100.000, -0.020,0.092,0.000,0.244,1.250,100.000,0.000,39.295,0.379,0.698,0.989,1.016 
247,1.732, 100.000, -0.020,0.091,0.000,0.267,1.217,100.000,0.000,43.656,0.379,0.628,0.997,0.972 
248,1.719, 100.000, -0.020,0.088,0.000,0.268,1.188,100.000,0.000,41.846,0.392,0.681,0.996,0.943 
249,1.833, 100.000, -0.020,0.087,0.000,0.263,1.181,100.000,0.000,44.453,0.377,0.624,0.976,0.988 
250,1.774, 100.000, -0.020,0.091,0.000,0.286,1.239,100.000,0.000,39.951,0.384,0.702,1.005,1.004 
251,1.744, 100.000, -0.020,0.092,0.000,0.264,1.261,100.000,0.000,39.617,0.371,0.682,1.017,0.922 
252,1.823, 100.000, -0.020,0.090,0.000,0.272,1.188,100.000,0.000,39.695,0.347,0.654,0.930,1.018 
253,1.888, 100.000, -0.020,0.089,0.000,0.274,1.182,100.000,0.000,40.562,0.384,0.709,0.883,0.960 
254,1.794, 100.000, -0.020,0.093,0.000,0.259,1.280,100.000,0.000,39.091,0.374,0.706,1.028,1.008 
255,1.756, 100.000, -0.020,0.088,0.000,0.274,1.203,100.000,0.000,43.552,0.361,0.677,1.046,1.034 
256,1.867, 100.000, -0.020,0.088,0.000,0.287,1.146,100.000,0.000,41.063,0.370,0.693,1.023,0.992 
257,1.830, 100.000, -0.020,0.090,0.000,0.274,1.169,100.000,0.000,37.826,0.377,0.682,0.974,1.087 
258,1.759, 100.000, -0.020,0.092,0.000,0.295,1.226,100.000,0.000,38.437,0.381,0.711,1.024,0.977 
259,1.795, 100.000, -0.020,0.091,0.000,0.283,1.251,100.000,0.000,38.255,0.378,0.683,1.040,0.993 
260,1.761, 100.000, -0.020,0.088,0.000,0.276,1.155,100.000,0.000,39.017,0.368,0.773,1.066,1.082 
261,1.822, 100.000, -0.020,0.089,0.000,0.260,1.133,100.000,0.000,41.897,0.361,0.690,1.052,0.960 
262,1.813, 100.000, -0.020,0.094,0.000,0.256,1.230,100.000,0.000,40.992,0.382,0.697,1.002,1.005 
263,1.783, 100.000, -0.020,0.088,0.000,0.274,1.215,100.000,0.000,37.410,0.369,0.646,1.026,0.977 
264,1.771, 100.000, -0.020,0.090,0.000,0.271,1.242,100.000,0.000,43.422,0.380,0.643,0.953,0.955 
265,1.807, 100.000, -0.020,0.089,0.000,0.284,1.102,100.000,0.000,40.785,0.362,0.750,0.915,1.063 
266,1.811, 100.000, -0.020,0.096,0.000,0.291,1.225,100.000,0.000,39.879,0.368,0.632,0.980,0.982 
267,1.750, 100.000, -0.020,0.091,0.000,0.272,1.206,100.000,0.000,42.107,0.369,0.598,1.026,0.999 
268,1.947, 100.000, -0.020,0.091,0.000,0.264,1.251,100.000,0.000,38.575,0.368,0.676,1.100,1.034 
269,1.880, 100.000, -0.020,0.093,0.000,0.265,1.266,100.000,0.000,38.052,0.376,0.692,0.916,1.017 
270,1.739, 100.000, -0.020,0.091,0.000,0.266,1.225,100.000,0.000,37.600,0.371,0.670,0.949,0.992 
271,1.922, 100.000, -0.020,0.090,0.000,0.268,1.173,100.000,0.000,35.772,0.379,0.647,0.969,0.959 
272,1.756, 100.000, -0.020,0.092,0.000,0.288,1.248,100.000,0.000,39.677,0.392,0.710,0.965,0.973 
273,1.789, 100.000, -0.020,0.089,0.000,0.262,1.136,100.000,0.000,41.066,0.368,0.680,1.014,1.016 
274,1.829, 100.000, -0.020,0.091,0.000,0.259,1.201,100.000,0.000,36.620,0.385,0.633,0.985,0.941 
275,1.694, 100.000, -0.020,0.092,0.000,0.263,1.231,100.000,0.000,34.906,0.372,0.690,0.979,0.983 
276,1.814, 100.000, -0.020,0.087,0.000,0.264,1.144,100.000,0.000,34.565,0.359,0.634,1.003,1.004 
277,1.702, 100.000, -0.020,0.095,0.000,0.273,1.203,100.000,0.000,40.170,0.379,0.693,1.041,1.012 
278,1.769, 100.000, -0.020,0.086,0.000,0.260,1.241,100.000,0.000,38.553,0.387,0.743,0.986,1.000 
279,1.775, 100.000, -0.020,0.091,0.000,0.271,1.211,100.000,0.000,41.815,0.363,0.625,1.008,0.977 
280,1.818, 100.000, -0.020,0.090,0.000,0.261,1.203,100.000,0.000,42.550,0.391,0.757,0.991,1.009 
281,1.751, 100.000, -0.020,0.092,0.000,0.262,1.233,100.000,0.000,37.436,0.364,0.767,1.017,1.041 
282,1.827, 100.000, -0.020,0.089,0.000,0.269,1.254,100.000,0.000,37.144,0.360,0.724,1.003,1.002 
283,1.713, 100.000, -0.020,0.090,0.000,0.275,1.234,100.000,0.000,38.694,0.370,0.756,1.018,1.058 
284,1.790, 100.000, -0.020,0.091,0.000,0.283,1.241,100.000,0.000,39.256,0.385,0.594,1.021,1.022 
285,1.853, 100.000, -0.020,0.089,0.000,0.279,1.212,100.000,0.000,40.054,0.380,0.758,1.012,1.003 
286,1.818, 100.000, -0.020,0.092,0.000,0.260,1.129,100.000,0.000,36.893,0.376,0.677,1.001,1.023 
287,1.788, 100.000, -0.020,0.091,0.000,0.274,1.159,100.000,0.000,39.436,0.385,0.735,1.034,1.016 
288,1.776, 100.000, -0.020,0.090,0.000,0.269,1.127,100.000,0.000,37.116,0.373,0.677,0.986,1.002 
289,1.872, 100.000, -0.020,0.086,0.000,0.267,1.247,100.000,0.000,38.886,0.381,0.739,0.943,1.079 
290,1.833, 100.000, -0.020,0.095,0.000,0.287,1.158,100.000,0.000,36.656,0.365,0.711,0.986,1.041 
291,1.790, 100.000, -0.020,0.086,0.000,0.285,1.152,100.000,0.000,39.294,0.380,0.724,0.987,1.005 
292,1.829, 100.000, -0.020,0.086,0.000,0.253,1.269,100.000,0.000,37.586,0.376,0.636,0.994,1.009 
293,1.750, 100.000, -0.020,0.093,0.000,0.279,1.301,100.000,0.000,37.486,0.375,0.720,1.014,0.961 
294,1.724, 100.000, -0.020,0.090,0.000,0.280,1.224,100.000,0.000,39.479,0.404,0.721,1.018,0.953 
295,1.842, 100.000, -0.020,0.089,0.000,0.249,1.246,100.000,0.000,40.936,0.378,0.658,1.081,1.006 
296,1.815, 100.000, -0.020,0.089,0.000,0.264,1.279,100.000,0.000,43.161,0.376,0.807,1.011,0.966 
297,1.830, 100.000, -0.020,0.089,0.000,0.261,1.113,100.000,0.000,42.834,0.354,0.656,1.020,1.025 
298,1.767, 100.000, -0.020,0.089,0.000,0.273,1.240,100.000,0.000,44.446,0.366,0.711,1.062,0.970 
299,1.860, 100.000, -0.020,0.092,0.000,0.283,1.308,100.000,0.000,36.796,0.366,0.712,0.964,1.001 
300,1.663, 100.000, -0.020,0.089,0.000,0.256,1.210,100.000,0.000,36.426,0.391,0.714,1.022,0.994 
301,1.823, 100.000, -0.020,0.085,0.000,0.254,1.219,100.000,0.000,40.007,0.371,0.578,0.983,1.038 
302,1.811, 100.000, -0.020,0.087,0.000,0.269,1.238,100.000,0.000,41.474,0.386,0.796,1.005,0.994 
303,1.801, 100.000, -0.020,0.092,0.000,0.279,1.202,100.000,0.000,38.407,0.381,0.682,1.016,0.962 
304,1.843, 100.000, -0.020,0.093,0.000,0.278,1.232,100.000,0.000,38.906,0.384,0.735,0.993,1.050 
305,1.853, 100.000, -0.020,0.089,0.000,0.263,1.236,100.000,0.000,40.832,0.381,0.728,0.997,0.948 
306,1.840, 100.000, -0.020,0.085,0.000,0.274,1.130,100.000,0.000,41.759,0.386,0.642,1.026,1.021 
307,1.835, 100.000, -0.020,0.096,0.000,0.261,1.205,100.000,0.000,41.525,0.363,0.742,1.015,0.995 
308,1.776, 100.000, -0.020,0.090,0.000,0.267,1.212,100.000,0.000,38.791,0.386,0.706,0.938,1.009 
309,1.695, 100.000, -0.020,0.091,0.000,0.287,1.231,100.000,0.000,40.786,0.361,0.827,0.959,1.055 
310,1.776, 100.000, -0.020,0.090,0.000,0.281,1.317,100.000,0.000,39.900,0.373,0.706,1.013,0.946 
311,1.952, 100.000, -0.020,0.086,0.000,0.273,1.188,100.000,0.000,37.167,0.374,0.649,1.020,1.028 
312,1.856, 100.000, -0.020,0.087,0.000,0.269,1.245,100.000,0.000,39.946,0.375,0.724,1.002,0.957 
313,1.807, 100.000, -0.020,0.087,0.000,0.251,1.240,100.000,0.000,39.448,0.383,0.640,1.025,0.982 
314,1.920, 100.000, -0.020,0.092,0.000,0.250,1.212,100.000,0.000,39.567,0.377,0.708,0.984,1.027 
315,1.809, 100.000, -0.020,0.089,0.000,0.254,1.343,100.000,0.000,41.675,0.367,0.732,0.983,1.022 
316,1.793, 100.000, -0.020,0.086,0.000,0.257,1.189,100.000,0.000,39.580,0.375,0.758,1.027,0.964 
317,1.846, 100.000, -0.020,0.090,0.000,0.288,1.155,100.000,0.000,40.148,0.375,0.673,0.974,1.017 
318,1.853, 100.000, -0.020,0.091,0.000,0.261,1.204,100.000,0.000,39.415,0.381,0.750,1.042,0.999 
319,1.809, 100.000, -0.020,0.093,0.000,0.260,1.226,100.000,0.000,38.350,0.376,0.683,0.992,1.038 
320,1.803, 100.000, -0.020,0.088,0.000,0.259,1.191,100.000,0.000,43.373,0.389,0.711,1.000,0.947 
321,1.760, 100.000, -0.020,0.090,0.000,0.286,1.183,100.000,0.000,37.903,0.388,0.654,0.913,0.994 
322,1.876, 100.000, -0.020,0.090,0.000,0.284,1.226,100.000,0.000,39.247,0.365,0.621,1.095,1.031 
323,1.817, 100.000, -0.020,0.091,0.000,0.267,1.230,100.000,0.000,43.139,0.375,0.698,1.043,1.051 
324,1.799, 100.000, -0.020,0.090,0.000,0.254,1.222,100.000,0.000,42.332,0.372,0.740,0.896,0.989 
325,1.781, 100.000, -0.020,0.095,0.000,0.263,1.210,100.000,0.000,40.349,0.377,0.715,0.995,1.015 
326,1.787, 100.000, -0.020,0.091,0.000,0.282,1.273,100.000,0.000,38.557,0.358,0.746,0.970,0.966 
327,1.765, 100.000, -0.020,0.090,0.000,0.276,1.245,100.000,0.000,40.846,0.362,0.675,1.011,0.991 
328,1.822, 100.000, -0.020,0.089,0.000,0.271,1.298,100.000,0.000,38.151,0.368,0.740,0.974,0.984 
329,1.885, 100.000, -0.020,0.090,0.000,0.273,1.188,100.000,0.000,41.765,0.386,0.737,0.954,0.977 
330,1.745, 100.000, -0.020,0.086,0.000,0.282,1.208,100.000,0.000,39.467,0.383,0.710,0.943,0.999 
331,1.798, 100.000, -0.020,0.089,0.000,0.276,1.253,100.000,0.000,43.596,0.387,0.699,0.986,0.968 
332,1.820, 100.000, -0.020,0.082,0.000,0.278,1.191,100.000,0.000,41.260,0.371,0.728,1.048,0.991 
333,1.747, 100.000, -0.020,0.090,0.000,0.273,1.240,100.000,0.000,41.371,0.377,0.689,1.000,0.989 
334,1.817, 100.000, -0.020,0.090,0.000,0.286,1.188,100.000,0.000,43.484,0.367,0.663,0.892,0.995 
335,1.816, 100.000, -0.020,0.088,0.000,0.266,1.214,100.000,0.000,42.342,0.368,0.737,1.018,1.033 
336,1.746, 100.000, -0.020,0.094,0.000,0.264,1.219,100.000,0.000,38.493,0.374,0.784,0.977,0.963 
337,1.792, 100.000, -0.020,0.086,0.000,0.274,1.250,100.000,0.000,38.431,0.361,0.700,1.000,0.944 
338,1.837, 100.000, -0.020,0.092,0.000,0.282,1.248,100.000,0.000,40.527,0.390,0.690,0.963,0.935 
339,1.847, 100.000, -0.020,0.089,0.000,0.254,1.216,100.000,0.000,40.922,0.382,0.665,1.048,0.958 
340,1.816, 100.000, -0.020,0.096,0.000,0.255,1.178,100.000,0.000,41.135,0.386,0.689,0.978,0.980 
341,1.789, 100.000, -0.020,0.090,0.000,0.262,1.192,100.000,0.000,42.469,0.384,0.757,0.999,1.034 
342,1.830, 100.000, -0.020,0.090,0.000,0.279,1.204,100.000,0.000,42.172,0.371,0.688,1.020,1.031 
343,1.747, 100.000, -0.020,0.092,0.000,0.274,1.221,100.000,0.000,38.418,0.376,0.657,1.052,0.980 
344,1.735, 100.000, -0.020,0.091,0.000,0.263,1.268,100.000,0.000,39.375,0.377,0.719,0.968,1.013 
345,1.848, 100.000, -0.020,0.090,0.000,0.251,1.159,100.000,0.000,41.002,0.367,0.662,0.933,1.004 
346,1.645, 100.000, -0.020,0.089,0.000,0.263,1.222,100.000,0.000,38.910,0.382,0.631,0.995,1.009 
347,1.862, 100.000, -0.020,0.085,0.000,0.261,1.256,100.000,0.000,39.849,0.384,0.674,0.964,1.032 
348,1.781, 100.000, -0.020,0.098,0.000,0.281,1.187,100.000,0.000,38.791,0.386,0.703,1.062,1.048 
349,1.767, 100.000, -0.020,0.090,0.000,0.274,1.218,100.000,0.000,43.862,0.382,0.663,1.011,0.962 
350,1.782, 100.000, -0.020,0.092,0.000,0.253,1.171,100.000,0.000,39.789,0.370,0.682,0.990,0.958 
351,1.815, 100.000, -0.020,0.090,0.000,0.281,1.265,100.000,0.000,39.186,0.379,0.663,0.995,0.972 
352,1.748, 100.000, -0.020,0.091,0.000,0.272,1.269,100.000,0.000,39.535,0.370,0.676,1.012,0.957 
353,1.775, 100.000, -0.020,0.089,0.000,0.270,1.203,100.000,0.000,38.415,0.360,0.721,0.947,1.049 
354,1.851, 100.000, -0.020,0.093,0.000,0.265,1.157,100.000,0.000,37.434,0.366,0.733,1.028,0.996 
355,1.728, 100.000, -0.020,0.091,0.000,0.252,1.188,100.000,0.000,42.520,0.372,0.646,0.959,1.019 
356,1.767, 100.000, -0.020,0.093,0.000,0.287,1.214,100.000,0.000,38.595,0.374,0.620,1.023,1.012 
357,1.828, 100.000, -0.020,0.093,0.000,0.277,1.226,100.000,0.000,38.710,0.354,0.647,1.027,0.986 
358,1.753, 100.000, -0.020,0.092,0.000,0.276,1.166,100.000,0.000,38.036,0.364,0.690,1.012,0.959 
359,1.874, 100.000, -0.020,0.089,0.000,0.254,1.090,100.000,0.000,36.400,0.390,0.676,1.024,1.040 
360,1.719, 100.000, -0.020,0.088,0.000,0.261,1.224,100.000,0.000,39.192,0.389,0.701,0.961,0.985 
361,1.808, 100.000, -0.020,0.088,0.000,0.272,1.100,100.000,0.000,41.281,0.377,0.670,1.029,0.954 
362,1.806, 100.000, -0.020,0.090,0.000,0.271,1.277,100.000,0.000,36.819,0.393,0.703,1.007,0.962 
363,1.816, 100.000, -0.020,0.094,0.000,0.285,1.276,100.000,0.000,39.032,0.389,0.658,0.969,0.999 
364,1.768, 100.000, -0.020,0.085,0.000,0.270,1.221,100.000,0.000,39.782,0.388,0.633,0.973,1.040 
365,1.786, 100.000, -0.020,0.092,0.000,0.266,1.256,100.000,0.000,41.497,0.375,0.748,1.007,0.983 
366,1.777, 100.000, -0.020,0.094,0.000,0.270,1.204,100.000,0.000,38.360,0.388,0.706,0.954,1.008 
367,1.675, 100.000, -0.020,0.088,0.000,0.252,1.172,100.000,0.000,43.291,0.383,0.675,0.997,0.986 
368,1.817, 100.000, -0.020,0.091,0.000,0.284,1.249,100.000,0.000,40.452,0.377,0.764,1.043,1.041 
369,1.779, 100.000, -0.020,0.085,0.000,0.271,1.188,100.000,0.000,34.264,0.367,0.729,1.020,1.043 
370,1.856, 100.000, -0.020,0.087,0.000,0.279,1.212,100.000,0.000,41.530,0.393,0.743,1.048,1.047 
371,1.798, 100.000, -0.020,0.094,0.000,0.281,1.175,100.000,0.000,41.320,0.384,0.717,1.038,1.055 
372,1.718, 100.000, -0.020,0.091,0.000,0.276,1.177,100.000,0.000,42.310,0.370,0.709,0.912,0.962 
373,1.787, 100.000, -0.020,0.092,0.000,0.291,1.205,100.000,0.000,41.348,0.375,0.690,1.010,1.044 
374,1.791, 100.000, -0.020,0.093,0.000,0.268,1.209,100.000,0.000,41.522,0.369,0.650,0.968,1.007 
375,1.809, 100.000, -0.020,0.084,0.000,0.278,1.218,100.000,0.000,40.414,0.369,0.664,1.005,1.029 
376,1.780, 100.000, -0.020,0.087,0.000,0.271,1.165,100.000,0.000,39.168,0.383,0.615,1.015,0.986 
377,1.806, 100.000, -0.020,0.084,0.000,0.275,1.227,100.000,0.000,35.456,0.383,0.631,0.987,1.012 
378,1.853, 100.000, -0.020,0.086,0.000,0.270,1.191,100.000,0.000,37.001,0.383,0.709,1.000,1.020 
379,1.776, 100.000, -0.020,0.089,0.000,0.244,1.190,100.000,0.000,41.129,0.383,0.702,1.025,0.977 
380,1.738, 100.000, -0.020,0.089,0.000,0.273,1.178,100.000,0.000,36.891,0.373,0.756,1.105,0.990 
381,1.801, 100.000, -0.020,0.085,0.000,0.274,1.106,100.000,0.000,35.888,0.379,0.520,1.024,0.979 
382,1.817, 100.000, -0.020,0.089,0.000,0.275,1.121,100.000,0.000,38.132,0.367,0.652,0.995,1.004 
383,1.792, 100.000, -0.020,0.085,0.000,0.273,1.231,100.000,0.000,37.567,0.393,0.656,1.031,1.004 
384,1.800, 100.000, -0.020,0.087,0.000,0.279,1.328,100.000,0.000,38.610,0.380,0.752,1.078,1.057 
385,1.847, 100.000, -0.020,0.089,0.000,0.268,1.159,100.000,0.000,39.954,0.376,0.630,1.002,0.961 
386,1.780, 100.000, -0.020,0.087,0.000,0.279,1.282,100.000,0.000,40.808,0.387,0.779,0.974,0.964 
387,1.800, 100.000, -0.020,0.094,0.000,0.268,1.155,100.000,0.000,41.362,0.390,0.719,1.040,1.013 
388,1.861, 100.000, -0.020,0.091,0.000,0.269,1.173,100.000,0.000,40.594,0.362,0.718,0.997,0.990 
389,1.821, 100.000, -0.020,0.090,0.000,0.254,1.242,100.000,0.000,36.529,0.376,0.683,0.991,1.001 
390,1.816, 100.000, -0.020,0.090,0.000,0.269,1.192,100.000,0.000,40.531,0.380,0.726,0.956,0.932 
391,1.770, 100.000, -0.020,0.092,0.000,0.268,1.187,100.000,0.000,41.316,0.377,0.661,1.024,0.974 
392,1.826, 100.000, -0.020,0.090,0.000,0.280,1.255,100.000,0.000,43.465,0.372,0.721,0.997,1.034 
393,1.823, 100.000, -0.020,0.090,0.000,0.274,1.160,100.000,0.000,36.540,0.368,0.759,0.956,0.983 
394,1.815, 100.000, -0.020,0.089,0.000,0.254,1.235,100.000,0.000,41.364,0.360,0.766,1.026,0.964 
395,1.893, 100.000, -0.020,0.085,0.000,0.265,1.187,100.000,0.000,38.059,0.371,0.663,0.991,0.992 
396,1.830, 100.000, -0.020,0.089,0.000,0.284,1.256,100.000,0.000,40.596,0.374,0.691,1.039,1.002 
397,1.711, 100.000, -0.020,0.093,0.000,0.268,1.211,100.000,0.000,42.591,0.381,0.778,1.027,0.957 
398,1.801, 100.000, -0.020,0.090,0.000,0.278,1.225,100.000,0.000,40.084,0.370,0.649,1.047,0.958 
399,1.774, 100.000, -0.020,0.090,0.000,0.277,1.210,100.000,0.000,35.786,0.379,0.658,0.964,1.002 
400,1.823, 100.000, -0.020,0.088,0.000,0.257,1.200,100.000,0.000,37.850,0.373,0.756,1.024,1.003 
401,1.692, 100.000, -0.020,0.088,0.000,0.272,1.173,100.000,0.000,41.377,0.372,0.642,0.909,1.046 
402,1.763, 100.000, -0.020,0.087,0.000,0.276,1.129,100.000,0.000,38.754,0.381,0.609,0.976,0.998 
403,1.696, 100.000, -0.020,0.089,0.000,0.262,1.222,100.000,0.000,39.837,0.373,0.716,0.995,1.032 
404,1.798, 100.000, -0.020,0.088,0.000,0.255,1.268,100.000,0.000,41.107,0.365,0.708,1.112,0.962 
405,1.759, 100.000, -0.020,0.089,0.000,0.275,1.102,100.000,0.000,39.034,0.364,0.665,0.977,1.042 
406,1.882, 100.000, -0.020,0.087,0.000,0.260,1.153,100.000,0.000,40.956,0.366,0.692,1.015,0.987 
407,1.760, 100.000, -0.020,0.091,0.000,0.262,1.178,100.000,0.000,37.565,0.373,0.717,1.015,0.969 
408,1.767, 100.000, -0.020,0.089,0.000,0.276,1.202,100.000,0.000,43.269,0.373,0.638,0.963,1.010 
409,1.857, 100.000, -0.020,0.091,0.000,0.268,1.224,100.000,0.000,41.005,0.374,0.655,0.915,1.042 
410,1.822, 100.000, -0.020,0.088,0.000,0.281,1.292,100.000,0.000,42.899,0.379,0.708,1.067,1.006 
411,1.765, 100.000, -0.020,0.090,0.000,0.278,1.246,100.000,0.000,38.415,0.380,0.735,0.960,0.922 
412,1.745, 100.000, -0.020,0.087,0.000,0.266,1.159,100.000,0.000,38.691,0.384,0.656,0.967,1.039 
413,1.848, 100.000, -0.020,0.091,0.000,0.279,1.222,100.000,0.000,39.996,0.398,0.705,0.987,1.056 
414,1.846, 100.000, -0.020,0.091,0.000,0.260,1.291,100.000,0.000,38.410,0.367,0.698,0.964,1.019 
415,1.858, 100.000, -0.020,0.091,0.000,0.272,1.205,100.000,0.000,39.545,0.377,0.820,0.996,1.048 
416,1.800, 100.000, -0.020,0.090,0.000,0.284,1.242,100.000,0.000,43.269,0.354,0.780,1.023,1.032 
417,1.733, 100.000, -0.020,0.091,0.000,0.257,1.265,100.000,0.000,39.995,0.379,0.734,0.966,0.988 
418,1.849, 100.000, -0.020,0.089,0.000,0.263,1.227,100.000,0.000,36.627,0.361,0.732,1.022,0.941 
419,1.777, 100.000, -0.020,0.088,0.000,0.279,1.123,100.000,0.000,40.686,0.371,0.665,0.982,1.105 
420,1.710, 100.000, -0.020,0.088,0.000,0.287,1.266,100.000,0.000,43.756,0.381,0.705,1.003,0.944 
421,1.806, 100.000, -0.020,0.088,0.000,0.264,1.238,100.000,0.000,41.012,0.371,0.668,0.981,0.960 
422,1.888, 100.000, -0.020,0.087,0.000,0.273,1.172,100.000,0.000,38.985,0.356,0.769,1.030,1.001 
423,1.706, 100.000, -0.020,0.093,0.000,0.291,1.229,100.000,0.000,39.871,0.369,0.788,1.061,1.041 
424,1.882, 100.000, -0.020,0.094,0.000,0.257,1.207,100.000,0.000,39.650,0.382,0.774,1.003,1.025 
425,1.750, 100.000, -0.020,0.091,0.000,0.270,1.123,100.000,0.000,40.950,0.375,0.626,0.972,1.047 
426,1.817, 100.000, -0.020,0.086,0.000,0.268,1.186,100.000,0.000,40.239,0.366,0.763,0.969,1.010 
427,1.762, 100.000, -0.020,0.090,0.000,0.279,1.274,100.000,0.000,35.543,0.387,0.676,1.005,0.980 
428,1.817, 100.000, -0.020,0.090,0.000,0.267,1.247,100.000,0.000,39.521,0.371,0.711,0.953,0.992 
429,1.881, 100.000, -0.020,0.088,0.000,0.265,1.229,100.000,0.000,40.915,0.372,0.729,1.013,1.034 
430,1.749, 100.000, -0.020,0.092,0.000,0.287,1.236,100.000,0.000,38.443,0.367,0.691,0.964,0.972 
431,1.811, 100.000, -0.020,0.091,0.000,0.281,1.160,100.000,0.000,40.622,0.373,0.661,0.953,1.001 
432,1.699, 100.000, -0.020,0.092,0.000,0.284,1.166,100.000,0.000,39.039,0.396,0.734,1.011,0.944 
433,1.927, 100.000, -0.020,0.091,0.000,0.278,1.179,100.000,0.000,42.955,0.358,0.621,1.028,1.009 
434,1.821, 100.000, -0.020,0.092,0.000,0.265,1.292,100.000,0.000,38.219,0.361,0.689,0.949,0.983 
435,1.869, 100.000, -0.020,0.089,0.000,0.274,1.195,100.000,0.000,41.829,0.383,0.744,1.021,1.051 
436,1.813, 100.000, -0.020,0.091,0.000,0.270,1.230,100.000,0.000,38.632,0.375,0.671,0.978,1.024 
437,1.813, 100.000, -0.020,0.092,0.000,0.266,1.178,100.000,0.000,36.890,0.366,0.791,0.999,1.037 
438,1.827, 100.000, -0.020,0.089,0.000,0.262,1.203,100.000,0.000,40.883,0.385,0.723,0.969,1.000 
439,1.781, 100.000, -0.020,0.086,0.000,0.279,1.276,100.000,0.000,36.996,0.360,0.778,0.978,1.003 
